Gender,New,OCS1,OCS2,OCS3,OCS4,WRI1,WRI2,WRI3,WRI4,Logins_start-OCS1,Logins_OCS1-WRI1,Logins_WRI1-OCS2,Logins_OCS2-WRI2,Logins_WRI2-OCS3,Logins_OCS3-WRI3,LoginsWRI3-OCS4,Logins_OCS4-WRI4,ViewsForumPs_Start-OCS1,ViewsForumPs_OCS1-WRI1,ViewsForumPs_WRI1-OCS2,ViewsForumPs_OCS2-WRI2,ViewsForumPs_WRI2-OCS3,ViewsForumPs_OCS3-WRI3,ViewsForumPs_WRI3-OCS4,ViewsForumPs_OCS4-WRI4,ViewsForumC_Start-OCS1,ViewsForumC_OCS1-WRI1,ViewsForumC_WRI1-OCS2,ViewsForumC_OCS2-WRI2,ViewsForumC_WRI2-OCS3,ViewsForumC_OCS3-WRI3,ViewsForumC_WRI3-OCS4,ViewsForumC_OCS4-WRI4,ViewsForumTheStart-OCS1,ViewsForumTheOCS1-WRI1,ViewsForumTheWRI1-OCS2,ViewsForumTheOCS2-WRI2,ViewsForumTheWRI2-OCS3,ViewsForumTheOCS3-WRI3,ViewsForumTheWRI3-OCS4,ViewsForumTheOCS4-WRI4,ViewsForumTm_Start-OCS1,ViewsForumTm_OCS1-WRI1,ViewsForumTm_WRI1-OCS2,ViewsForumTm_OCS2-WRI2,ViewsForumTm_WRI2-OCS3,ViewsForumTm_OCS3-WRI3,ViewsForumTm_WRI3-OCS4,ViewsForumTm_OCS4-WRI4,ViewsNews_Start-OCS1,ViewsNews_OCS1-WRI1,ViewsNews_WRI1-OCS2,ViewsNews_OCS2-WRI2,ViewsNews_WRI2-OCS3,ViewsNews_OCS3-WRI3,ViewsNews_WRI3-OCS4,ViewsNews_OCS4-WRI4,PostsForumPs_Start-OCS1,PostsForumPs_OCS1-WRI1,PostsForumPs_WRI1-OCS2,PostsForumPs_OCS2-WRI2,PostsForumPs_WRI2-OCS3,PostsForumPs_OCS3-WRI3,PostsForumPs_WRI3-OCS4,PostsForumPs_OCS4-WRI4,PostsForumC_Start-OCS1,PostsForumC_OCS1-WRI1,PostsForumC_WRI1-OCS2,PostsForumC_OCS2-WRI2,PostsForumC_WRI2-OCS3,PostsForumC_OCS3-WRI3,PostsForumC_WRI3-OCS4,PostsForumC_OCS4-WRI4,PostsForumThe_Start-OCS1,PostsForumThe_OCS1-WRI1,PostsForumThe_WRI1-OCS2,PostsForumThe_OCS2-WRI2,PostsForumThe_WRI2-OCS3,PostsForumThe_OCS3-WRI3,PostsForumThe_WRI3-OCS4,PostsForumThe_OCS4-WRI4,PostsForumTm_Start-OCS1,PostsForumTm_OCS1-WRI1,PostsForumTm_WRI1-OCS2,PostsForumTm_OCS2-WRI2,PostsForumTm_WRI2-OCS3,PostsForumTm_OCS3-WRI3,PostsForumTm_WRI3-OCS4,PostsForumTm_OCS4-WRI4,Final
M,1,absent,absent,absent,absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,2,absent,absent,absent,absent,7.5,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,0,0,0,0,0,1,0,2,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,7.5,7.5,3.5,3.5,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,1,6.5,3,9.5,1,1,4,3,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,present,absent,present,0,6,7.5,6.5,3,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,present,present,present,7.5,8,6,1,6,6,9,25,3,3,0,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass
M,1,absent,absent,absent,absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,present,present,present,absent,7,5,5.5,7.5,21,25,35,32,18,22,19,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,18,6,14,5,10,5,8,1,4,1,3,1,2,1,2,7,2,9,1,9,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,present,present,present,present,3.5,2,9,7.5,7,8,23,11,5,11,8,10,0,0,4,3,0,0,0,0,0,0,0,0,5,7,0,0,3,11,4,9,3,6,3,5,7,22,8,17,6,13,6,10,5,2,7,1,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,5,6.5,6,3,3,5,7,5,5,2,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,absent,present,present,5,7.5,7.5,7.5,6,18,5,17,8,7,4,6,0,0,5,4,0,0,0,0,0,0,0,0,3,4,0,0,4,12,4,10,3,7,3,5,2,5,2,4,1,3,1,2,9,3,13,2,13,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,fail
F,1,present,absent,absent,absent,5,0,9,7.5,2,4,9,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2,1,1,0,1,0,0,0,0,0,0,2,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,2,present,absent,absent,absent,2,7,8,6,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,0,10,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,9,9,9.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,2.5,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,8,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,0,1,1,1,0,1,0,1,3,1,4,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,8,5,9.5,6.5,5,8,8,6,3,8,4,3,0,0,12,10,0,0,0,0,0,0,0,0,3,4,0,0,4,12,4,9,3,7,3,5,0,1,0,1,0,0,0,0,1,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,present,present,present,9.5,9,9.5,9.5,3,4,2,12,1,2,2,7,0,0,36,32,0,0,0,0,0,0,0,0,2,2,0,0,16,52,18,40,13,29,13,22,1,3,1,2,1,2,1,1,10,3,13,2,13,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pass
M,2,absent,absent,absent,absent,6.5,5,2.5,10,15,8,7,3,1,0,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,6,2,4,2,3,0,1,0,1,0,1,0,1,3,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
F,1,present,absent,absent,absent,1,8.5,4.5,8.5,1,5,19,9,20,5,14,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,1,3,1,2,1,4,1,3,1,2,1,2,5,2,7,1,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,6.5,0,5.5,9.5,5,7,16,1,2,9,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,6,2,4,2,3,0,1,1,1,0,1,0,1,9,3,12,2,12,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,2.5,7.5,9,9.5,13,16,37,9,40,18,12,5,0,0,4,3,0,0,0,0,0,0,0,0,25,38,0,0,2,6,2,4,1,3,1,2,2,6,2,5,2,4,2,3,4,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fail
M,2,absent,present,absent,absent,10,2.5,7,1.5,0,8,15,8,1,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,absent,absent,absent,9,1,0,0,3,4,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,9.5,10,9.5,0,2,2,5,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,10,10,0,9.5,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,present,present,present,4.5,3,6.5,6.5,0,16,21,26,11,10,20,19,0,0,12,11,0,0,0,0,0,0,0,0,0,1,0,0,2,7,2,5,2,4,2,3,0,1,1,1,0,1,0,1,6,2,8,1,8,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,present,absent,present,present,10,10,0,4,19,37,22,18,16,12,8,13,0,0,34,30,0,0,0,0,0,0,0,0,4,5,0,0,14,46,16,36,12,26,12,20,1,3,1,3,1,2,1,1,3,1,4,1,4,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,pass
M,2,absent,absent,absent,absent,2,4,8,6,7,4,3,2,1,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,2,1,2,0,1,0,1,0,1,0,1,8,3,10,2,10,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,8,9.5,7.5,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,8.5,8,5.5,2.5,0,6,7,5,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,7.5,6.5,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,7,9,9.5,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,2,absent,absent,absent,absent,9,9,10,9.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
M,1,absent,absent,absent,absent,2,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,5,2,4,2,3,2,8,3,6,2,5,2,4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fail
F,1,absent,absent,absent,absent,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fail
